log_file	line
run_g9_parallel_20260716_172424_20073.log	[G8 K562/primary_beam primary_beam] parent 161/180
run_g9_parallel_20260716_172424_20073.log	[G8 SKNSH/primary_beam primary_beam] parent 177/180
run_g9_parallel_20260716_172424_20073.log	[G8 HepG2/primary_beam primary_beam] parent 177/180
run_g9_parallel_20260716_172424_20073.log	[G8 K562/primary_beam primary_beam] parent 177/180
run_g9_parallel_20260716_172424_20073.log	Finished: Thu Jul 16 19:05:25 CST 2026
run_g9_parallel_20260716_172424_6037.log	Started: Thu Jul 16 17:24:24 CST 2026
run_g9_parallel_20260716_172424_6037.log	[G8 SKNSH/safeedit_no_naturalness_rerank safeedit] parent 1/180
run_g9_parallel_20260716_172424_6037.log	[G8 K562/safeedit_no_naturalness_rerank safeedit] parent 1/180
run_g9_parallel_20260716_172424_6037.log	[G8 HepG2/safeedit_no_naturalness_rerank safeedit] parent 1/180
run_g9_parallel_20260716_172424_6037.log	[G8 K562/safeedit_no_naturalness_rerank safeedit] parent 17/180
run_g9_parallel_20260716_172424_6037.log	[G8 SKNSH/safeedit_no_naturalness_rerank safeedit] parent 17/180
run_g9_parallel_20260716_172424_6037.log	[G8 HepG2/safeedit_no_naturalness_rerank safeedit] parent 17/180
run_g9_parallel_20260716_172424_6037.log	[G8 K562/safeedit_no_naturalness_rerank safeedit] parent 33/180
run_g9_parallel_20260716_172424_6037.log	[G8 HepG2/safeedit_no_naturalness_rerank safeedit] parent 33/180
run_g9_parallel_20260716_172424_6037.log	[G8 SKNSH/safeedit_no_naturalness_rerank safeedit] parent 33/180
run_g9_parallel_20260716_172424_6037.log	[G8 K562/safeedit_no_naturalness_rerank safeedit] parent 49/180
run_g9_parallel_20260716_172424_6037.log	[G8 HepG2/safeedit_no_naturalness_rerank safeedit] parent 49/180
run_g9_parallel_20260716_172424_6037.log	[G8 SKNSH/safeedit_no_naturalness_rerank safeedit] parent 49/180
run_g9_parallel_20260716_172424_6037.log	[G8 K562/safeedit_no_naturalness_rerank safeedit] parent 65/180
run_g9_parallel_20260716_172424_6037.log	[G8 SKNSH/safeedit_no_naturalness_rerank safeedit] parent 65/180
run_g9_parallel_20260716_172424_6037.log	[G8 HepG2/safeedit_no_naturalness_rerank safeedit] parent 65/180
run_g9_parallel_20260716_172424_6037.log	[G8 K562/safeedit_no_naturalness_rerank safeedit] parent 81/180
run_g9_parallel_20260716_172424_6037.log	[G8 SKNSH/safeedit_no_naturalness_rerank safeedit] parent 81/180
run_g9_parallel_20260716_172424_6037.log	[G8 HepG2/safeedit_no_naturalness_rerank safeedit] parent 81/180
run_g9_parallel_20260716_172424_6037.log	[G8 K562/safeedit_no_naturalness_rerank safeedit] parent 97/180
run_g9_parallel_20260716_172424_6037.log	[G8 SKNSH/safeedit_no_naturalness_rerank safeedit] parent 97/180
run_g9_parallel_20260716_172424_6037.log	[G8 HepG2/safeedit_no_naturalness_rerank safeedit] parent 97/180
run_g9_parallel_20260716_172424_6037.log	[G8 K562/safeedit_no_naturalness_rerank safeedit] parent 113/180
run_g9_parallel_20260716_172424_6037.log	[G8 SKNSH/safeedit_no_naturalness_rerank safeedit] parent 113/180
run_g9_parallel_20260716_172424_6037.log	[G8 HepG2/safeedit_no_naturalness_rerank safeedit] parent 113/180
run_g9_parallel_20260716_172424_6037.log	[G8 SKNSH/safeedit_no_naturalness_rerank safeedit] parent 129/180
run_g9_parallel_20260716_172424_6037.log	[G8 K562/safeedit_no_naturalness_rerank safeedit] parent 129/180
run_g9_parallel_20260716_172424_6037.log	[G8 HepG2/safeedit_no_naturalness_rerank safeedit] parent 129/180
run_g9_parallel_20260716_172424_6037.log	[G8 SKNSH/safeedit_no_naturalness_rerank safeedit] parent 145/180
run_g9_parallel_20260716_172424_6037.log	[G8 HepG2/safeedit_no_naturalness_rerank safeedit] parent 145/180
run_g9_parallel_20260716_172424_6037.log	[G8 K562/safeedit_no_naturalness_rerank safeedit] parent 145/180
run_g9_parallel_20260716_172424_6037.log	[G8 SKNSH/safeedit_no_naturalness_rerank safeedit] parent 161/180
run_g9_parallel_20260716_172424_6037.log	[G8 HepG2/safeedit_no_naturalness_rerank safeedit] parent 161/180
run_g9_parallel_20260716_172424_6037.log	[G8 K562/safeedit_no_naturalness_rerank safeedit] parent 161/180
run_g9_parallel_20260716_172424_6037.log	[G8 SKNSH/safeedit_no_naturalness_rerank safeedit] parent 177/180
run_g9_parallel_20260716_172424_6037.log	[G8 HepG2/safeedit_no_naturalness_rerank safeedit] parent 177/180
run_g9_parallel_20260716_172424_6037.log	[G8 K562/safeedit_no_naturalness_rerank safeedit] parent 177/180
run_g9_parallel_20260716_172424_6037.log	[G8 HepG2/safeedit_no_sequence_prefilter safeedit] parent 1/180
run_g9_parallel_20260716_172424_6037.log	[G8 K562/safeedit_no_sequence_prefilter safeedit] parent 1/180
run_g9_parallel_20260716_172424_6037.log	[G8 SKNSH/safeedit_no_sequence_prefilter safeedit] parent 1/180
run_g9_parallel_20260716_172424_6037.log	[G8 HepG2/safeedit_no_sequence_prefilter safeedit] parent 17/180
run_g9_parallel_20260716_172424_6037.log	[G8 K562/safeedit_no_sequence_prefilter safeedit] parent 17/180
run_g9_parallel_20260716_172424_6037.log	[G8 SKNSH/safeedit_no_sequence_prefilter safeedit] parent 17/180
run_g9_parallel_20260716_172424_6037.log	[G8 HepG2/safeedit_no_sequence_prefilter safeedit] parent 33/180
run_g9_parallel_20260716_172424_6037.log	[G8 SKNSH/safeedit_no_sequence_prefilter safeedit] parent 33/180
run_g9_parallel_20260716_172424_6037.log	[G8 K562/safeedit_no_sequence_prefilter safeedit] parent 33/180
run_g9_parallel_20260716_172424_6037.log	[G8 HepG2/safeedit_no_sequence_prefilter safeedit] parent 49/180
run_g9_parallel_20260716_172424_6037.log	[G8 SKNSH/safeedit_no_sequence_prefilter safeedit] parent 49/180
run_g9_parallel_20260716_172424_6037.log	[G8 K562/safeedit_no_sequence_prefilter safeedit] parent 49/180
run_g9_parallel_20260716_172424_6037.log	[G8 HepG2/safeedit_no_sequence_prefilter safeedit] parent 65/180
run_g9_parallel_20260716_172424_6037.log	[G8 SKNSH/safeedit_no_sequence_prefilter safeedit] parent 65/180
run_g9_parallel_20260716_172424_6037.log	[G8 K562/safeedit_no_sequence_prefilter safeedit] parent 65/180
run_g9_parallel_20260716_172424_6037.log	[G8 HepG2/safeedit_no_sequence_prefilter safeedit] parent 81/180
run_g9_parallel_20260716_172424_6037.log	[G8 SKNSH/safeedit_no_sequence_prefilter safeedit] parent 81/180
run_g9_parallel_20260716_172424_6037.log	[G8 K562/safeedit_no_sequence_prefilter safeedit] parent 81/180
run_g9_parallel_20260716_172424_6037.log	[G8 HepG2/safeedit_no_sequence_prefilter safeedit] parent 97/180
run_g9_parallel_20260716_172424_6037.log	[G8 SKNSH/safeedit_no_sequence_prefilter safeedit] parent 97/180
run_g9_parallel_20260716_172424_6037.log	[G8 K562/safeedit_no_sequence_prefilter safeedit] parent 97/180
run_g9_parallel_20260716_172424_6037.log	[G8 HepG2/safeedit_no_sequence_prefilter safeedit] parent 113/180
run_g9_parallel_20260716_172424_6037.log	[G8 SKNSH/safeedit_no_sequence_prefilter safeedit] parent 113/180
run_g9_parallel_20260716_172424_6037.log	[G8 K562/safeedit_no_sequence_prefilter safeedit] parent 113/180
run_g9_parallel_20260716_172424_6037.log	[G8 HepG2/safeedit_no_sequence_prefilter safeedit] parent 129/180
run_g9_parallel_20260716_172424_6037.log	[G8 SKNSH/safeedit_no_sequence_prefilter safeedit] parent 129/180
run_g9_parallel_20260716_172424_6037.log	[G8 K562/safeedit_no_sequence_prefilter safeedit] parent 129/180
run_g9_parallel_20260716_172424_6037.log	[G8 HepG2/safeedit_no_sequence_prefilter safeedit] parent 145/180
run_g9_parallel_20260716_172424_6037.log	[G8 SKNSH/safeedit_no_sequence_prefilter safeedit] parent 145/180
run_g9_parallel_20260716_172424_6037.log	[G8 K562/safeedit_no_sequence_prefilter safeedit] parent 145/180
run_g9_parallel_20260716_172424_6037.log	[G8 HepG2/safeedit_no_sequence_prefilter safeedit] parent 161/180
run_g9_parallel_20260716_172424_6037.log	[G8 SKNSH/safeedit_no_sequence_prefilter safeedit] parent 161/180
run_g9_parallel_20260716_172424_6037.log	[G8 K562/safeedit_no_sequence_prefilter safeedit] parent 161/180
run_g9_parallel_20260716_172424_6037.log	[G8 HepG2/safeedit_no_sequence_prefilter safeedit] parent 177/180
run_g9_parallel_20260716_172424_6037.log	[G8 SKNSH/safeedit_no_sequence_prefilter safeedit] parent 177/180
run_g9_parallel_20260716_172424_6037.log	[G8 K562/safeedit_no_sequence_prefilter safeedit] parent 177/180
run_g9_parallel_20260716_172424_6037.log	Finished: Thu Jul 16 20:20:50 CST 2026
run_g9g10_standalone_20260716_113356.log	Started: Thu Jul 16 11:33:56 CST 2026
run_g9g10_standalone_20260716_113356.log	[G9] Launching K562 on GPU 0...
run_g9g10_standalone_20260716_113356.log	[G9] Launching HepG2 on GPU 1...
run_g9g10_standalone_20260716_113356.log	[G9] Launching SKNSH on GPU 2...
run_g9g10_standalone_20260716_113356.log	[G9] Waiting for 3 parallel jobs...
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_full safeedit] parent 1/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_full safeedit] parent 1/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_full safeedit] parent 1/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_full safeedit] parent 17/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_full safeedit] parent 17/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_full safeedit] parent 17/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_full safeedit] parent 33/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_full safeedit] parent 33/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_full safeedit] parent 33/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_full safeedit] parent 49/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_full safeedit] parent 49/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_full safeedit] parent 49/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_full safeedit] parent 65/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_full safeedit] parent 65/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_full safeedit] parent 65/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_full safeedit] parent 81/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_full safeedit] parent 81/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_full safeedit] parent 81/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_full safeedit] parent 97/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_full safeedit] parent 97/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_full safeedit] parent 97/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_full safeedit] parent 113/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_full safeedit] parent 113/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_full safeedit] parent 113/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_full safeedit] parent 129/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_full safeedit] parent 129/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_full safeedit] parent 129/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_full safeedit] parent 145/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_full safeedit] parent 145/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_full safeedit] parent 145/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_full safeedit] parent 161/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_full safeedit] parent 161/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_full safeedit] parent 161/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_full safeedit] parent 177/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_full safeedit] parent 177/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_full safeedit] parent 177/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_no_reviewer_score primary_beam] parent 1/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_no_reviewer_score primary_beam] parent 1/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_no_reviewer_score primary_beam] parent 1/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_no_reviewer_score primary_beam] parent 17/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_no_reviewer_score primary_beam] parent 17/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_no_reviewer_score primary_beam] parent 17/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_no_reviewer_score primary_beam] parent 33/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_no_reviewer_score primary_beam] parent 33/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_no_reviewer_score primary_beam] parent 33/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_no_reviewer_score primary_beam] parent 49/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_no_reviewer_score primary_beam] parent 49/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_no_reviewer_score primary_beam] parent 49/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_no_reviewer_score primary_beam] parent 65/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_no_reviewer_score primary_beam] parent 65/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_no_reviewer_score primary_beam] parent 65/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_no_reviewer_score primary_beam] parent 81/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_no_reviewer_score primary_beam] parent 81/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_no_reviewer_score primary_beam] parent 81/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_no_reviewer_score primary_beam] parent 97/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_no_reviewer_score primary_beam] parent 97/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_no_reviewer_score primary_beam] parent 97/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_no_reviewer_score primary_beam] parent 113/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_no_reviewer_score primary_beam] parent 113/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_no_reviewer_score primary_beam] parent 113/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_no_reviewer_score primary_beam] parent 129/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_no_reviewer_score primary_beam] parent 129/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_no_reviewer_score primary_beam] parent 129/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_no_reviewer_score primary_beam] parent 145/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_no_reviewer_score primary_beam] parent 145/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_no_reviewer_score primary_beam] parent 145/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_no_reviewer_score primary_beam] parent 161/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_no_reviewer_score primary_beam] parent 161/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_no_reviewer_score primary_beam] parent 161/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_no_reviewer_score primary_beam] parent 177/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_no_reviewer_score primary_beam] parent 177/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_no_uncertainty_penalty safeedit] parent 1/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_no_reviewer_score primary_beam] parent 177/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_no_uncertainty_penalty safeedit] parent 1/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_no_uncertainty_penalty safeedit] parent 1/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_no_uncertainty_penalty safeedit] parent 17/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_no_uncertainty_penalty safeedit] parent 17/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_no_uncertainty_penalty safeedit] parent 17/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_no_uncertainty_penalty safeedit] parent 33/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_no_uncertainty_penalty safeedit] parent 33/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_no_uncertainty_penalty safeedit] parent 33/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_no_uncertainty_penalty safeedit] parent 49/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_no_uncertainty_penalty safeedit] parent 49/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_no_uncertainty_penalty safeedit] parent 49/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_no_uncertainty_penalty safeedit] parent 65/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_no_uncertainty_penalty safeedit] parent 65/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_no_uncertainty_penalty safeedit] parent 65/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_no_uncertainty_penalty safeedit] parent 81/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_no_uncertainty_penalty safeedit] parent 81/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_no_uncertainty_penalty safeedit] parent 81/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_no_uncertainty_penalty safeedit] parent 97/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_no_uncertainty_penalty safeedit] parent 97/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_no_uncertainty_penalty safeedit] parent 97/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_no_uncertainty_penalty safeedit] parent 113/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_no_uncertainty_penalty safeedit] parent 113/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_no_uncertainty_penalty safeedit] parent 113/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_no_uncertainty_penalty safeedit] parent 129/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_no_uncertainty_penalty safeedit] parent 129/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_no_uncertainty_penalty safeedit] parent 129/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_no_uncertainty_penalty safeedit] parent 145/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_no_uncertainty_penalty safeedit] parent 145/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_no_uncertainty_penalty safeedit] parent 145/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_no_uncertainty_penalty safeedit] parent 161/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_no_uncertainty_penalty safeedit] parent 161/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_no_uncertainty_penalty safeedit] parent 161/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_no_uncertainty_penalty safeedit] parent 177/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_no_strand_penalty safeedit] parent 1/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_no_uncertainty_penalty safeedit] parent 177/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_no_uncertainty_penalty safeedit] parent 177/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_no_strand_penalty safeedit] parent 1/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_no_strand_penalty safeedit] parent 1/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_no_strand_penalty safeedit] parent 17/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_no_strand_penalty safeedit] parent 17/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_no_strand_penalty safeedit] parent 17/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_no_strand_penalty safeedit] parent 33/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_no_strand_penalty safeedit] parent 33/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_no_strand_penalty safeedit] parent 33/180
run_g9g10_standalone_20260716_113356.log	[G8 HepG2/safeedit_no_strand_penalty safeedit] parent 49/180
run_g9g10_standalone_20260716_113356.log	[G8 SKNSH/safeedit_no_strand_penalty safeedit] parent 49/180
run_g9g10_standalone_20260716_113356.log	[G8 K562/safeedit_no_strand_penalty safeedit] parent 49/180
run_parallel_20260715_160057.log	Started: Wed Jul 15 16:00:57 CST 2026
run_parallel_20260715_160057.log	[G7] Already PASS, skipping.
run_parallel_20260715_160057.log	[G8] Parents already selected.
run_parallel_20260715_160057.log	[G8] Parents: 601 rows
run_parallel_20260715_160057.log	[G8] Launching K562 on GPU 0...
run_parallel_20260715_160057.log	[G8] Launching HepG2 on GPU 1...
run_parallel_20260715_160057.log	[G8] Launching SKNSH on GPU 2...
run_parallel_20260715_160057.log	[G8] Waiting for 3 parallel jobs...
run_parallel_20260715_160057.log	[G8 HepG2 primary_beam] parent 1/600
run_parallel_20260715_160057.log	[G8 K562 primary_beam] parent 1/600
run_parallel_20260715_160057.log	[G8 SKNSH primary_beam] parent 1/600
run_parallel_20260715_161603.log	Started: Wed Jul 15 16:16:03 CST 2026
run_parallel_20260715_161603.log	[G7] Already PASS, skipping.
run_parallel_20260715_161603.log	[G8] Parents already selected.
run_parallel_20260715_161603.log	[G8] Parents: 601 rows
run_parallel_20260715_161603.log	[G8] Launching K562 on GPU 0...
run_parallel_20260715_161603.log	[G8] Launching HepG2 on GPU 1...
run_parallel_20260715_161603.log	[G8] Launching SKNSH on GPU 2...
run_parallel_20260715_161603.log	[G8] Waiting for 3 parallel jobs...
run_parallel_20260715_161603.log	[G8 HepG2 primary_beam] parent 1/600
run_parallel_20260715_161603.log	[G8 SKNSH primary_beam] parent 1/600
run_parallel_20260715_161603.log	[G8 K562 primary_beam] parent 1/600
run_parallel_20260715_163351.log	Started: Wed Jul 15 16:33:51 CST 2026
run_parallel_20260715_163351.log	[G7] Already PASS, skipping.
run_parallel_20260715_163351.log	[G8] Parents already selected.
run_parallel_20260715_163351.log	[G8] Parents: 601 rows
run_parallel_20260715_163351.log	[G8] Launching K562 on GPU 0...
run_parallel_20260715_163351.log	[G8] Launching HepG2 on GPU 1...
run_parallel_20260715_163351.log	[G8] Launching SKNSH on GPU 2...
run_parallel_20260715_163351.log	[G8] Waiting for 3 parallel jobs...
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 1/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 1/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 1/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 17/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 17/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 17/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 33/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 33/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 33/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 49/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 49/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 49/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 65/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 65/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 65/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 81/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 81/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 81/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 97/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 97/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 97/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 113/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 113/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 113/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 129/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 129/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 129/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 145/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 145/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 145/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 161/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 161/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 161/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 177/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 177/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 177/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 193/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 193/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 193/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 209/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 209/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 209/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 225/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 225/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 225/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 241/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 241/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 241/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 257/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 257/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 257/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 273/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 273/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 273/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 289/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 289/600
